group,topic,hz,bw,peak_hz,peak_bw,modes,info,follow_pub_count,follow_pub_nodes,follow_sub_count,follow_sub_nodes,yolo_pub_count,yolo_pub_nodes,yolo_sub_count,yolo_sub_nodes,yolo_tracker_pub_count,yolo_tracker_pub_nodes,yolo_tracker_sub_count,yolo_tracker_sub_nodes,yolo_visual_bridge_pub_count,yolo_visual_bridge_pub_nodes,yolo_visual_bridge_sub_count,yolo_visual_bridge_sub_nodes,yolo_full_pub_count,yolo_full_pub_nodes,yolo_full_sub_count,yolo_full_sub_nodes,support_yolo_pub_count,support_yolo_pub_nodes,support_yolo_sub_count,support_yolo_sub_nodes
Follow and YOLO family,/a201_0000/local_costmap/costmap_raw_updates,0.600,1.61 KB/s,-,-,"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",nav2_msgs/msg/CostmapUpdate,1,/a201_0000/local_costmap/local_costmap,1,/a201_0000/behavior_server,1,/a201_0000/local_costmap/local_costmap,1,/a201_0000/behavior_server,1,/a201_0000/local_costmap/local_costmap,1,/a201_0000/behavior_server,1,/a201_0000/local_costmap/local_costmap,1,/a201_0000/behavior_server,1,/a201_0000/local_costmap/local_costmap,1,/a201_0000/behavior_server,1,/a201_0000/local_costmap/local_costmap,1,/a201_0000/behavior_server
Follow and YOLO family,/a201_0000/platform/cmd_vel,20.794,1.54 KB/s,20.794 (VISUAL BRIDGE),1.54 KB/s (VISUAL BRIDGE),"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",geometry_msgs/msg/TwistStamped,2,/a201_0000/twist_mux,2,"/a201_0000/cmd_vel_bridge, /a201_0000/platform_velocity_controller",2,/a201_0000/twist_mux,2,"/a201_0000/cmd_vel_bridge, /a201_0000/platform_velocity_controller",2,/a201_0000/twist_mux,2,"/a201_0000/cmd_vel_bridge, /a201_0000/platform_velocity_controller",2,/a201_0000/twist_mux,2,"/a201_0000/platform_velocity_controller, /a201_0000/cmd_vel_bridge",2,/a201_0000/twist_mux,2,"/a201_0000/cmd_vel_bridge, /a201_0000/platform_velocity_controller",2,/a201_0000/twist_mux,2,"/a201_0000/cmd_vel_bridge, /a201_0000/platform_velocity_controller"
YOLO family only,/coord/leader_follow_point,19.600,1.45 KB/s,19.600 (FULL),1.45 KB/s (VISUAL BRIDGE),"VISUAL BRIDGE, FULL",geometry_msgs/msg/PoseStamped,-,-,-,-,-,-,-,-,-,-,-,-,1,follow_point_generator,2,"follow_point_planner, visual_actuation_bridge",1,follow_point_generator,2,"follow_point_planner, visual_actuation_bridge",-,-,-,-
YOLO family only,/coord/leader_planned_target,19.589,1.45 KB/s,19.589 (VISUAL BRIDGE),1.45 KB/s (VISUAL BRIDGE),"VISUAL BRIDGE, FULL",geometry_msgs/msg/PoseStamped,-,-,-,-,-,-,-,-,-,-,-,-,1,follow_point_planner,1,visual_actuation_bridge,1,follow_point_planner,1,visual_actuation_bridge,-,-,-,-
YOLO family only,/dji1/pose,17.596,1.44 KB/s,17.596 (SUPPORT YOLO),1.44 KB/s (SUPPORT YOLO),SUPPORT YOLO,geometry_msgs/msg/PoseStamped,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,support_follow_dji1_simulator,1,support_follow_dji1_odom_controller
YOLO family only,/dji2/pose,17.396,1.43 KB/s,17.396 (SUPPORT YOLO),1.43 KB/s (SUPPORT YOLO),SUPPORT YOLO,geometry_msgs/msg/PoseStamped,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,support_follow_dji2_simulator,1,support_follow_dji2_odom_controller
Follow and YOLO family,/a201_0000/ground_truth/pose,16.792,1.38 KB/s,-,-,"FOLLOW, FULL",geometry_msgs/msg/PoseStamped,1,/a201_0000/ugv_ground_truth_bridge,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,/a201_0000/ugv_ground_truth_bridge,0,-,-,-,-,-
Follow and YOLO family,/a201_0000/platform_velocity_controller/cmd_vel_out,19.200,1.27 KB/s,19.200 (FULL),1.27 KB/s (FULL),"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",geometry_msgs/msg/TwistStamped,1,/a201_0000/platform_velocity_controller,0,-,1,/a201_0000/platform_velocity_controller,0,-,1,/a201_0000/platform_velocity_controller,0,-,1,/a201_0000/platform_velocity_controller,0,-,1,/a201_0000/platform_velocity_controller,0,-,1,/a201_0000/platform_velocity_controller,0,-
YOLO family only,/dji0/pose_cmd,15.400,1.14 KB/s,15.400 (VISUAL BRIDGE),1.14 KB/s (VISUAL BRIDGE),"VISUAL BRIDGE, FULL",geometry_msgs/msg/PoseStamped,-,-,-,-,-,-,-,-,-,-,-,-,1,visual_actuation_bridge,0,-,1,visual_actuation_bridge,1,camera_tracker,-,-,-,-
Follow and YOLO family,/a201_0000/amcl_pose,2.399,873 B/s,2.399 (SUPPORT YOLO),873 B/s (SUPPORT YOLO),"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",geometry_msgs/msg/PoseWithCovarianceStamped,1,/a201_0000/amcl,2,/a201_0000/ugv_nav2_driver,1,/a201_0000/amcl,2,/a201_0000/ugv_nav2_driver,1,/a201_0000/amcl,2,/a201_0000/ugv_nav2_driver,1,/a201_0000/amcl,2,/a201_0000/ugv_nav2_driver,1,/a201_0000/amcl,2,/a201_0000/ugv_nav2_driver,1,/a201_0000/amcl,2,/a201_0000/ugv_nav2_driver
Follow and YOLO family,/dji0/psdk_ros2/flight_control_setpoint_ENUposition_yaw,19.795,871 B/s,19.795 (VISUAL BRIDGE),871 B/s (VISUAL BRIDGE),"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",sensor_msgs/msg/Joy,1,follow_uav,1,uav_simulator,1,follow_uav,1,uav_simulator,1,follow_uav,1,uav_simulator,1,visual_actuation_bridge,1,uav_simulator,1,visual_actuation_bridge,2,"rosbag2_recorder, uav_simulator",1,follow_uav,1,uav_simulator
Follow and YOLO family,/a201_0000/cmd_vel_nav,10.600,806 B/s,10.600 (FULL),-,"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",geometry_msgs/msg/TwistStamped,5,"/a201_0000/controller_server, /a201_0000/behavior_server",1,/a201_0000/velocity_smoother,5,"/a201_0000/controller_server, /a201_0000/behavior_server",1,/a201_0000/velocity_smoother,5,"/a201_0000/controller_server, /a201_0000/behavior_server",1,/a201_0000/velocity_smoother,5,"/a201_0000/controller_server, /a201_0000/behavior_server",1,/a201_0000/velocity_smoother,5,"/a201_0000/controller_server, /a201_0000/behavior_server",1,/a201_0000/velocity_smoother,5,"/a201_0000/controller_server, /a201_0000/behavior_server",1,/a201_0000/velocity_smoother
Follow and YOLO family,/a201_0000/cmd_vel,10.600,806 B/s,10.600 (FULL),-,"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",geometry_msgs/msg/TwistStamped,2,"/a201_0000/cmd_vel_bridge, /a201_0000/velocity_smoother",2,/a201_0000/twist_mux,2,"/a201_0000/cmd_vel_bridge, /a201_0000/velocity_smoother",2,/a201_0000/twist_mux,2,"/a201_0000/cmd_vel_bridge, /a201_0000/velocity_smoother",2,/a201_0000/twist_mux,2,"/a201_0000/cmd_vel_bridge, /a201_0000/velocity_smoother",2,/a201_0000/twist_mux,2,"/a201_0000/cmd_vel_bridge, /a201_0000/velocity_smoother",2,/a201_0000/twist_mux,2,"/a201_0000/velocity_smoother, /a201_0000/cmd_vel_bridge",2,/a201_0000/twist_mux
Follow and YOLO family,/a201_0000/local_costmap/published_footprint,10.400,790 B/s,10.400 (FULL),790 B/s (YOLO),"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",geometry_msgs/msg/PolygonStamped,1,/a201_0000/local_costmap/local_costmap,1,/a201_0000/behavior_server,1,/a201_0000/local_costmap/local_costmap,1,/a201_0000/behavior_server,1,/a201_0000/local_costmap/local_costmap,1,/a201_0000/behavior_server,1,/a201_0000/local_costmap/local_costmap,1,/a201_0000/behavior_server,1,/a201_0000/local_costmap/local_costmap,1,/a201_0000/behavior_server,1,/a201_0000/local_costmap/local_costmap,1,/a201_0000/behavior_server
YOLO family only,/dji2/pose_cmd,9.799,745 B/s,9.799 (SUPPORT YOLO),745 B/s (SUPPORT YOLO),SUPPORT YOLO,geometry_msgs/msg/PoseStamped,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,support_follow_dji2_odom_controller,0,-
YOLO family only,/dji1/pose_cmd,9.798,745 B/s,9.798 (SUPPORT YOLO),745 B/s (SUPPORT YOLO),SUPPORT YOLO,geometry_msgs/msg/PoseStamped,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,support_follow_dji1_odom_controller,0,-
Follow and YOLO family,/a201_0000/behavior_tree_log,1.800,733 B/s,1.800 (VISUAL BRIDGE),733 B/s (VISUAL BRIDGE),"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",nav2_msgs/msg/BehaviorTreeLog,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",0,-,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",0,-,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",0,-,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",0,-,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",0,-,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",0,-
YOLO family only,/dji2/psdk_ros2/flight_control_setpoint_ENUposition_yaw,9.799,431 B/s,9.799 (SUPPORT YOLO),431 B/s (SUPPORT YOLO),SUPPORT YOLO,sensor_msgs/msg/Joy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,support_follow_dji2_odom_controller,1,support_follow_dji2_simulator
YOLO family only,/dji1/psdk_ros2/flight_control_setpoint_ENUposition_yaw,9.798,431 B/s,9.798 (SUPPORT YOLO),431 B/s (SUPPORT YOLO),SUPPORT YOLO,sensor_msgs/msg/Joy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,support_follow_dji1_odom_controller,1,support_follow_dji1_simulator
YOLO family only,/a201_0000/follow_path/_action/status,1.600,357 B/s,1.600 (SUPPORT YOLO),357 B/s (FULL),"TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",action_msgs/msg/GoalStatusArray,-,-,-,-,-,-,-,-,1,/a201_0000/controller_server,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",1,/a201_0000/controller_server,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",1,/a201_0000/controller_server,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",1,/a201_0000/controller_server,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node"
YOLO family only,/a201_0000/compute_path_to_pose/_action/status,1.400,323 B/s,1.400 (SUPPORT YOLO),323 B/s (TRACKER),"TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",action_msgs/msg/GoalStatusArray,-,-,-,-,-,-,-,-,1,/a201_0000/planner_server,1,/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node,1,/a201_0000/planner_server,1,/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node,1,/a201_0000/planner_server,1,/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node,1,/a201_0000/planner_server,1,/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node
Follow and YOLO family,/a201_0000/planned_path,0.200,322 B/s,-,-,"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",nav_msgs/msg/Path,1,/a201_0000/ugv_nav2_driver,0,-,1,/a201_0000/ugv_nav2_driver,0,-,1,/a201_0000/ugv_nav2_driver,0,-,1,/a201_0000/ugv_nav2_driver,0,-,1,/a201_0000/ugv_nav2_driver,0,-,1,/a201_0000/ugv_nav2_driver,0,-
Follow and YOLO family,/diagnostics,2.000,248 B/s,-,-,"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",diagnostic_msgs/msg/DiagnosticArray,2,"/a201_0000/lifecycle_manager_navigation, /a201_0000/lifecycle_manager_localization",0,-,2,"/a201_0000/lifecycle_manager_localization, /a201_0000/lifecycle_manager_navigation",0,-,2,"/a201_0000/lifecycle_manager_localization, /a201_0000/lifecycle_manager_navigation",0,-,2,"/a201_0000/lifecycle_manager_localization, /a201_0000/lifecycle_manager_navigation",0,-,2,"/a201_0000/lifecycle_manager_navigation, /a201_0000/lifecycle_manager_localization",0,-,2,"/a201_0000/lifecycle_manager_navigation, /a201_0000/lifecycle_manager_localization",0,-
YOLO family only,/a201_0000/follow_path/_action/feedback,8.597,241 B/s,8.597 (FULL),241 B/s (FULL),"TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",nav2_msgs/action/FollowPath_FeedbackMessage,-,-,-,-,-,-,-,-,1,/a201_0000/controller_server,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",1,/a201_0000/controller_server,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",1,/a201_0000/controller_server,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node",1,/a201_0000/controller_server,2,"/a201_0000/bt_navigator_navigate_to_pose_rclcpp_node, /a201_0000/bt_navigator_navigate_through_poses_rclcpp_node"
Follow and YOLO family,/a201_0000/controller_manager/introspection_data/names,0.117,182 B/s,0.117 (VISUAL BRIDGE),182 B/s (VISUAL BRIDGE),"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",pal_statistics_msgs/msg/StatisticsNames,1,/a201_0000/controller_manager,0,-,1,/a201_0000/controller_manager,0,-,1,/a201_0000/controller_manager,0,-,1,/a201_0000/controller_manager,0,-,1,/a201_0000/controller_manager,0,-,1,/a201_0000/controller_manager,0,-
Follow and YOLO family,/dji0/follow/actual/pan_deg,15.797,126 B/s,15.797 (YOLO),126 B/s (YOLO),"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",std_msgs/msg/Float32,1,uav_simulator,0,-,1,uav_simulator,0,-,1,uav_simulator,0,-,1,uav_simulator,0,-,1,uav_simulator,0,-,1,uav_simulator,0,-
Follow and YOLO family,/dji0/follow/actual/tilt_deg,15.597,125 B/s,15.597 (YOLO),125 B/s (YOLO),"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",std_msgs/msg/Float32,1,uav_simulator,0,-,1,uav_simulator,1,leader_estimator,1,uav_simulator,1,leader_estimator,1,uav_simulator,1,leader_estimator,1,uav_simulator,1,leader_estimator,1,uav_simulator,1,leader_estimator
YOLO family only,/omnet/snir_db,9.596,115 B/s,9.596 (FULL),115 B/s (FULL),FULL,std_msgs/msg/Float64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,omnet_metrics_bridge,1,rosbag2_recorder,-,-,-,-
YOLO family only,/omnet/rssi_dbm,9.596,115 B/s,9.596 (FULL),115 B/s (FULL),FULL,std_msgs/msg/Float64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,omnet_metrics_bridge,1,rosbag2_recorder,-,-,-,-
Follow and YOLO family,/rosout,0.800,115 B/s,-,-,"FOLLOW, YOLO",rcl_interfaces/msg/Log,47,"uav_simulator, /a201_0000/ugv_ground_truth_bridge, follow_uav, +42",0,-,49,"/a201_0000/robot_state_publisher, /a201_0000/controller_server, /a201_0000/local_costmap/local_costmap, +44",0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YOLO family only,/dji2/follow/actual/tilt_deg,14.197,114 B/s,14.197 (SUPPORT YOLO),114 B/s (SUPPORT YOLO),SUPPORT YOLO,std_msgs/msg/Float32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,support_follow_dji2_simulator,0,-
YOLO family only,/dji2/follow/actual/pan_deg,14.197,114 B/s,14.197 (SUPPORT YOLO),114 B/s (SUPPORT YOLO),SUPPORT YOLO,std_msgs/msg/Float32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,support_follow_dji2_simulator,0,-
YOLO family only,/dji1/follow/actual/tilt_deg,14.197,114 B/s,14.197 (SUPPORT YOLO),114 B/s (SUPPORT YOLO),SUPPORT YOLO,std_msgs/msg/Float32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,support_follow_dji1_simulator,0,-
YOLO family only,/dji1/follow/actual/pan_deg,14.197,114 B/s,14.197 (SUPPORT YOLO),114 B/s (SUPPORT YOLO),SUPPORT YOLO,std_msgs/msg/Float32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,support_follow_dji1_simulator,0,-
YOLO family only,/omnet/packet_error_rate,9.397,113 B/s,9.397 (FULL),113 B/s (FULL),FULL,std_msgs/msg/Float64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,omnet_metrics_bridge,1,rosbag2_recorder,-,-,-,-
YOLO family only,/omnet/sim_time,7.999,96 B/s,7.999 (FULL),96 B/s (FULL),FULL,std_msgs/msg/Float64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,omnet_metrics_bridge,1,rosbag2_recorder,-,-,-,-
YOLO family only,/omnet/radio_distance,7.999,96 B/s,7.999 (FULL),96 B/s (FULL),FULL,std_msgs/msg/Float64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,omnet_metrics_bridge,1,rosbag2_recorder,-,-,-,-
YOLO family only,/omnet/packet_delivery_ratio,7.999,96 B/s,7.999 (FULL),96 B/s (FULL),FULL,std_msgs/msg/Float64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,omnet_metrics_bridge,1,rosbag2_recorder,-,-,-,-
YOLO family only,/omnet/latency_s,7.999,96 B/s,7.999 (FULL),96 B/s (FULL),FULL,std_msgs/msg/Float64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,omnet_metrics_bridge,1,rosbag2_recorder,-,-,-,-
YOLO family only,/omnet/jitter_s,7.999,96 B/s,7.999 (FULL),96 B/s (FULL),FULL,std_msgs/msg/Float64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,omnet_metrics_bridge,1,rosbag2_recorder,-,-,-,-
Follow and YOLO family,/a201_0000/global_costmap/published_footprint,1.200,86 B/s,1.200 (TRACKER),86 B/s (TRACKER),"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",geometry_msgs/msg/PolygonStamped,1,/a201_0000/global_costmap/global_costmap,1,/a201_0000/smoother_server,1,/a201_0000/global_costmap/global_costmap,1,/a201_0000/smoother_server,1,/a201_0000/global_costmap/global_costmap,1,/a201_0000/smoother_server,1,/a201_0000/global_costmap/global_costmap,1,/a201_0000/smoother_server,1,/a201_0000/global_costmap/global_costmap,1,/a201_0000/smoother_server,1,/a201_0000/global_costmap/global_costmap,1,/a201_0000/smoother_server
Follow and YOLO family,/a201_0000/controller_manager/statistics/names,0.017,35 B/s,0.017 (VISUAL BRIDGE),35 B/s (VISUAL BRIDGE),"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",pal_statistics_msgs/msg/StatisticsNames,1,/a201_0000/controller_manager,0,-,1,/a201_0000/controller_manager,0,-,1,/a201_0000/controller_manager,0,-,1,/a201_0000/controller_manager,0,-,1,/a201_0000/controller_manager,0,-,1,/a201_0000/controller_manager,0,-
Follow and YOLO family,/a201_0000/controller_manager/activity,0.133,19 B/s,0.133 (VISUAL BRIDGE),19 B/s (VISUAL BRIDGE),"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",controller_manager_msgs/msg/ControllerManagerActivity,1,/a201_0000/controller_manager,0,-,1,/a201_0000/controller_manager,0,-,1,/a201_0000/controller_manager,0,-,1,/a201_0000/controller_manager,0,-,1,/a201_0000/controller_manager,0,-,1,/a201_0000/controller_manager,0,-
Follow and YOLO family,/a201_0000/route_graph,0.033,16 B/s,0.033 (FOLLOW),16 B/s (FOLLOW),"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",visualization_msgs/msg/MarkerArray,1,/a201_0000/route_server,0,-,1,/a201_0000/route_server,0,-,1,/a201_0000/route_server,0,-,1,/a201_0000/route_server,0,-,1,/a201_0000/route_server,0,-,1,/a201_0000/route_server,0,-
YOLO family only,/a201_0000/navigate_to_pose/_action/status,0.200,13 B/s,0.200 (FULL),13 B/s (FULL),"TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",action_msgs/msg/GoalStatusArray,-,-,-,-,-,-,-,-,1,/a201_0000/bt_navigator,3,"/a201_0000/ugv_nav2_driver, /a201_0000/bt_navigator, +1",1,/a201_0000/bt_navigator,3,"/a201_0000/ugv_nav2_driver, /a201_0000/bt_navigator, +1",1,/a201_0000/bt_navigator,3,"/a201_0000/bt_navigator, /a201_0000/waypoint_follower, +1",1,/a201_0000/bt_navigator,3,"/a201_0000/bt_navigator, /a201_0000/waypoint_follower, +1"
Follow and YOLO family,/a201_0000/platform_velocity_controller/transition_event,0.100,6 B/s,0.100 (VISUAL BRIDGE),6 B/s (VISUAL BRIDGE),"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",lifecycle_msgs/msg/TransitionEvent,1,/a201_0000/platform_velocity_controller,0,-,1,/a201_0000/platform_velocity_controller,0,-,1,/a201_0000/platform_velocity_controller,0,-,1,/a201_0000/platform_velocity_controller,0,-,1,/a201_0000/platform_velocity_controller,0,-,1,/a201_0000/platform_velocity_controller,0,-
Follow and YOLO family,/a201_0000/joint_state_broadcaster/transition_event,0.100,6 B/s,0.100 (VISUAL BRIDGE),6 B/s (VISUAL BRIDGE),"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",lifecycle_msgs/msg/TransitionEvent,1,/a201_0000/joint_state_broadcaster,0,-,1,/a201_0000/joint_state_broadcaster,0,-,1,/a201_0000/joint_state_broadcaster,0,-,1,/a201_0000/joint_state_broadcaster,0,-,1,/a201_0000/joint_state_broadcaster,0,-,1,/a201_0000/joint_state_broadcaster,0,-
Follow and YOLO family,/a201_0000/twist_marker_server/update,0.017,5 B/s,0.017 (VISUAL BRIDGE),5 B/s (VISUAL BRIDGE),"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",visualization_msgs/msg/InteractiveMarkerUpdate,2,/a201_0000/twist_server_node,0,-,2,/a201_0000/twist_server_node,0,-,2,/a201_0000/twist_server_node,0,-,2,/a201_0000/twist_server_node,0,-,2,/a201_0000/twist_server_node,0,-,2,/a201_0000/twist_server_node,0,-
Follow and YOLO family,/a201_0000/smoother_server/transition_event,0.067,4 B/s,0.067 (SUPPORT YOLO),4 B/s (SUPPORT YOLO),"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",lifecycle_msgs/msg/TransitionEvent,1,/a201_0000/smoother_server,0,-,1,/a201_0000/smoother_server,0,-,1,/a201_0000/smoother_server,0,-,1,/a201_0000/smoother_server,0,-,1,/a201_0000/smoother_server,0,-,1,/a201_0000/smoother_server,0,-
Follow and YOLO family,/a201_0000/map_server/transition_event,0.067,4 B/s,0.067 (SUPPORT YOLO),4 B/s (SUPPORT YOLO),"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",lifecycle_msgs/msg/TransitionEvent,1,-,0,-,1,/a201_0000/map_server,0,-,1,/a201_0000/map_server,0,-,1,/a201_0000/map_server,0,-,1,/a201_0000/map_server,0,-,1,/a201_0000/map_server,0,-
Follow and YOLO family,/a201_0000/local_costmap/local_costmap/transition_event,0.067,4 B/s,0.067 (VISUAL BRIDGE),4 B/s (VISUAL BRIDGE),"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",lifecycle_msgs/msg/TransitionEvent,1,/a201_0000/local_costmap/local_costmap,0,-,1,/a201_0000/local_costmap/local_costmap,0,-,1,/a201_0000/local_costmap/local_costmap,0,-,1,/a201_0000/local_costmap/local_costmap,0,-,1,/a201_0000/local_costmap/local_costmap,0,-,1,/a201_0000/local_costmap/local_costmap,0,-
Follow and YOLO family,/a201_0000/global_costmap/global_costmap/transition_event,0.067,4 B/s,0.067 (SUPPORT YOLO),4 B/s (SUPPORT YOLO),"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",lifecycle_msgs/msg/TransitionEvent,1,/a201_0000/global_costmap/global_costmap,0,-,1,-,0,-,1,/a201_0000/global_costmap/global_costmap,0,-,1,/a201_0000/global_costmap/global_costmap,0,-,1,/a201_0000/global_costmap/global_costmap,0,-,1,/a201_0000/global_costmap/global_costmap,0,-
Follow and YOLO family,/a201_0000/controller_server/transition_event,0.067,4 B/s,0.067 (VISUAL BRIDGE),4 B/s (VISUAL BRIDGE),"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",lifecycle_msgs/msg/TransitionEvent,1,/a201_0000/controller_server,0,-,1,/a201_0000/controller_server,0,-,1,/a201_0000/controller_server,0,-,1,/a201_0000/controller_server,0,-,1,/a201_0000/controller_server,0,-,1,/a201_0000/controller_server,0,-
Follow and YOLO family,/a201_0000/amcl/transition_event,0.067,4 B/s,0.067 (VISUAL BRIDGE),4 B/s (VISUAL BRIDGE),"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",lifecycle_msgs/msg/TransitionEvent,1,/a201_0000/amcl,0,-,1,/a201_0000/amcl,0,-,1,/a201_0000/amcl,0,-,1,/a201_0000/amcl,0,-,1,/a201_0000/amcl,0,-,1,/a201_0000/amcl,0,-
Follow and YOLO family,/a201_0000/waypoint_follower/transition_event,0.033,2 B/s,0.033 (VISUAL BRIDGE),2 B/s (VISUAL BRIDGE),"FOLLOW, YOLO, TRACKER, VISUAL BRIDGE, FULL, SUPPORT YOLO",lifecycle_msgs/msg/TransitionEvent,1,/a201_0000/waypoint_follower,0,-,1,/a201_0000/waypoint_follower,0,-,1,/a201_0000/waypoint_follower,0,-,1,/a201_0000/waypoint_follower,0,-,1,/a201_0000/waypoint_follower,0,-,1,/a201_0000/waypoint_follower,0,-
